sentiment,review_body,product_category
1,"Material is heavier so maybe not for summer months  but fit & feel great. love that they fall beyond the knee where other leggings can fall just below the knees and be uncomfortable and restricting which makes no sense for ""active"" wear.",Lounge
1,"I've been looking for white beach shorts and these are perfect! as another reviewer said  they are in fact see-through -- because they are meant to be a cover up  not ""real"" shorts. the hem detail is very cute and they're super comfortable! my size small fit tts  and the 3"" hem is nice for tall women.",Lounge
1,My husband bought me these joggers for a retreat i went on. they are so comfortable and really cute. i am usually a size 4 and the size small fit great with some room.,Lounge
1,I think this jumpsuit is different! the xs fit well and the material is a pretty color but very soft. the store had it styled with a metallic scarf that really accessorized it well.  i thought it would be great for my date night but stopped short of buying because i just can't picture this worn to other outings.  it is very unique though so i just might be back to purchase.,Lounge
-1,I ordered this coat because  like others  i was taken by its feminine beauty! unfortunately  the coat showed up with the top button broken off (and missing) and another button hole torn open. i returned that coat right away  thinking that it'd been damaged somehow in shipping. however  i began to question the quality of the coat when the second coat showed up with a broken and missing top button! when i tried on the coat  i found the missing button stuffed into the pocket. not the quality i expe,Outerwear
-1,"Despite retailer's claim that they have ""fixed"" the button issue on this coat  beware. they haven't. i ordered this coat november 18th  feeling safe that the issue that scores of other reviewers had noted was fixed  because retailer indicated ""rest assured  this issue has been fixed"" (as noted in the item description). feeling confident that i'd get a non-defective coat at this late date in the quality assurance cycle  i was severely disappointed to open my shipment tonight (nov 24th) immediately di",Outerwear
-1,I was excited to receive this coat for my annual travel to switzerland but hesitated to order it online without seeing it first due to the price. it arrived last night with the buttons falling off and a large hole in the front pocket. the lining inside is has a very cheap plasticky feel and i can also see small rips possibly forming in the lining. in addition  the collar on the coat is extremely bulky and the shoulders are padded underneath the fur which makes ones shoulders appear like a lineba,Outerwear
-1,Thought i would splurge on a tracy reese coat. i got a size small  (120  5'6) felt huge on me and i looked like a wooly mammoth. very unflattering. another reviewer also mentioned on how it flairs slightly at the bottom?.adding to the overall bad look. i had it on for about 20 seconds and put it back in the bag to return. din't have to ponder about it at all.,Outerwear
-1,"I totally agree with the last reviewer. i'm 5'2"" 115 pounds with somewhat wide shoulders. the x-small fit my torso but was so tight in my shoulders i couldn't move my arms. the small was better but was too big in the torso. the material itself was really nice. too bad the fit was so awkward and unflattering.",Outerwear
-1,It's a cute topper. it fits nicely through the shoulders and arms  and because of the a-line  through the bottom. but the chest is 3 sizes too small and i don't have a big chest. the fabric is very scratchy  and mine arrived unbuttoned and unzipped  and i suspect it had been worn.  going back. not tracy reese's best piece.,Outerwear
-1,Unfortunately  does not look anything like in the picture. looks like an oversized house robe. i expected much more but was disappointed. i am definitely returning it.,Outerwear
-1,I loved how this looked on the model  however  once i tried on in store  i was greatly disappointed. i usually wear a meduim and the small and extra-small were huge on me. there was so much extra material that i was swimming in this. i had such high hopes for this. there were no petite sizes to try on in the store but i am not sure it would have helped.,Outerwear
-1,Agree with other reviewer that this is massive even for a cape. unflattering overall. i normally wear a size 2 of 4 and bought this in an xs and two of me can easily fit into this with room to spare. unlined and it itches!,Outerwear
0,I thought this would be so clean looking  in a theory/vince. menswear way  but unfortunately the cut of the coat is super unflattering. i waiver between a 2 and a 4 at retailer and erred on the side of caution and went with the 4. the shoulders are way off the mark  sleeves are too long  and the button hits about 3 inches too low. it's just...baggy...in a way that the size itself is not the issue. alas  this is going back  and my search for the perfect coat continues!,Outerwear
0,This trench is beautiful  with a lovely  swinging skirt that adds a romantic sense of drama and movement - you'll feel as though you are starring in your very own film noir movie. i wish i could have kept it  but i couldn't justify paying full price on a coat that had to be hand-washed (the label specifies no dry cleaning!).there is a lot of fabric on this trench  and i imagine that all those little pleats will have to be ironed too. i don't have the time for that  and for this much money  i wou,Outerwear
0,I'm usually a 12  or size l in retailer and when i tried this on  buttoning it up from the bottom  i was so excited...until i reached the chest. it was way too tight in the bust and i am not that big in that area - it was painfully tight on my 38d chest. it's also unlined  which makes it not very useful for anything other than the warmest times of year. it's a shame because the skirt is swishy  and a good length - many trenches are too short  or not wide enough on the bottom for a fuller figure. i,Outerwear
0,"This is a beautiful coat nicely constructed and very warm. it was just too bulky for me and i looked 10 lbs heavier in it. i am 5'7"" and 140 lbs. maybe it would be better suited to a more slender frame.",Outerwear
0,I fell in love with this trench when i first saw it online but ended up returning it once i tried it on. i'm 5'9  140 lbs and the m fit true to size. but the belt hit above my natural waistline and the skirt of the coat was much fuller than i expected  making me look heavier. the material also wrinkles easily and the stitching was poor quality with lots of loose threads. disappointed  as the color and concept were great.,Outerwear
0,It seems this coat could have been manufactured under a smaller spec size because the size large looses shape and where it hits on the waistline is unflattering. quality is high however,Outerwear
0,I wore this coat one day and the buttons started falling off. it stretched so much. i'm going to beg my local store to take back. it shouldn't fall apart like that. it's super duper cozy though.,Outerwear
0,Initially  i bought this because i liked the color and style of this trench coat. i thought it could look very chic and polished. the problem was it was too large and too wrinkly. i'm 5'2 (115 lbs) and ordered an xs because petite sizes were unavailable. but i realize that a petite xs would've been a better fit. also the sleeves were too long even with an xs. i've already returned the product.,Outerwear
0,I was so excited for this coat when i saw it in the catalog  but disappointed when it got to stores. the faux fur pictured both here and in the catalog looked much more of a burnt red brown color than the straight up maroon that it actually is in store. i'd say it even looks a bit purple. the nice thing is that it is detachable and you can replace it with something else if you really don't like the color. i have decided to buy it anyways because the fit of the coat is lovely and simply stunning.,Outerwear
1,This windowpane coat is so striking -- and it looks even better on than in the photos. i love it!! it has great styling  including the button placement & the beautiful fall brown lining. it is quite warm over a thin sweater  the fabric is amazingly soft. i get a lot of compliments on it! two friends have already purchased it. i normally might take a 12  but a 10 was just fine. this is a great coat!!,Outerwear
1,This is such a cute and different jacket. of course i asked if they had it in black but i am glad they didn't because this is such a great color that is so versatile. i use it as a topper when it is not that cold out with a short sleeve under it or a long sleeve fitted shirt. you can wear with jeans or black pants if you want. great material for the price as well. i am usually between a small but more of a medium in my jackets. i ordered this in xs/s and it has plenty of room to even wear a swea,Outerwear
1,I really love this sweater. i normally wear an 8 and bought a 12. even it is a little snug. but it really is very cute! can't wait to wear it with black leggings and boots.,Outerwear
1,This trench coat is the best fit and feel-true to size and cozy! excellent material!,Outerwear
1,"Great quality coat! very pretty colors and love the sleeves! i would have given 5 stars  but like other reviewers stated  this coat does she'd. best not to wear black. it is a slight ""swing"" style coat  so it's not fitted at the waist and hips  but very stylish. i found it best to size down. i'm 5'4 118lb  but i'm large chested (32dd) i usually wear a size 6 coat or blazer so it fits my chest  but the six was too big. the size 4 fit great across my chest and still room for a sweater!",Outerwear
1,As others have mentioned  the proportions of this coat are a bit strange  but i do like the oversized feel  and the low button. it is really soft and i like the beige lining  too. there's room for a sweater under it  so layered it is probably warm enough for temperatures in the high thirties and warmer. what makes me a little crazy about it--i almost returned it because of this--is that the stripes don't match up on the seams. they are slightly off and i think the coat cost enough that a mistake,Outerwear
1,It's a very light material  so you can wear it early spring or early fall when it's still fairly warm. such a cute jacket  has no zipper or buttons though  so definitely more for style/look than for a crazy rainy day use! love it!,Outerwear
1,This is one of the most beautiful coat i've seen. could not wait to wear it. even found the perfect dress boots for it  but the first time i wore it all the buttons broke and fell off. the buttons have a thin plastic shank that you can break just by buttoning your coat. extremely poor quality. i had to have all the buttons remade. a coat this pretty and this expensive should at least have decent buttons. the inside of the coat is pink huge polka-dots- really cute. it also runs very small. i wear,Outerwear
1,This is a cute jacket  nice materials  comfortable  and feels very well made. i read some reviews about sizing and went with a small when i am usually an xs or s. the small was too big and boxy feeling  i think i would have liked it better if it felt like a more tailored fit. the design is definitely different and i played around with the collar drape thing but it felt a little awkward to me. overall  i think it's a cute jacket  but i sent it back  not for me.,Outerwear
-1,Hei hei is my favorite line. i am a medium in all of the pants i have ever purchased from this brand.  i ordered these in the green and they arrived today. they fit me as if they were an xxl. i have a similar pair in rust from last summer so i assumed that they would be the same.   obviously they are going back tomorrow . i'm very disappointed  they are a nice looking jogger and the color is pretty.,Pants
-1,Do not waste your money on this.  at first  i bought pilcro hyphen chinos short and i loved it. so i bought this pants in store too. i laundry them yesterday and they both came out colorless. i was so shock.   fyi  i did not use bleach or chrolox  i mean i don''t use them.i will return them both.  still mad. this is bad quality enough worth it.,Pants
-1,Bought the gold pair and dripped something on them so spot cleaned them with water only. my white washcloth turned bright yellow. the food came out but surrounding area was super faded. so i returned them  took the second pair home  wore them a few times  they stretched out so much  washed them in cold water and they have splotches that are really light. these pants are way too much trouble.,Pants
-1,I bought a pair of these in stone and after the first wash they become all splotchy. i chalked it up to perhaps there was bleach leftover in the my washer. although nothing else in the load was blotchy. i then  because i loved the cut of these pants  bought another pair in the darker blue color. the same thing happened after the first wash. again  nothing else in that wash load was the least bit ruined -- just my new retailer pants! such a bummer-- definitely a dye issue. i called the stores i pur,Pants
-1,These were so perfect for the first hour or so. i was convinced they were my new favorite pants! but their initial forgiveness turned into a slovenly stretch  and they creased and wrinkled like crazy after i'd been sitting a couple hours. it looked downright embarrassing - saggy and wrinkly (radiating from the crotch  no less) . i got them in the gray  and it's possible that other colors use different  less awful fabric.,Pants
-1,I read the cleaning instructions label carefully. followed them closely. and still  the dye ran and stained some of my colored clothes. pi**ed me off! just after the first wash and even before wearing them  i have streaks of uneven color on the pants. bad quality material or dye is what causes this. now i have to go and see if i can even get out my other stained clothes. thanks a lot retailer.,Pants
-1,I was so excited about these pants but they were a total disappointment in person. the fabric is a rough gauzy texture. the bottom has a big hem that weighs down the pants and makes them hang funny like you are walking on stilts or something  they do not hang or move well on the body. also  they are very long but small in the waist and have a high crotch so the fit is pretty off. sadly  these are going back.,Pants
-1,They look nice on the page  but they didn't work on my body. made me look big and boxy. maybe if you're super-skinny  they'll be fine.,Pants
-1,I'm petite  but even if i weren't  i think this runs very large  isn't form flattering at all  and overall looks dull. it most definitely does not justify the price. material is thin.,Pants
0,I ordered this pants in white and black. i read the reviews and weren't that bad. i am 5'6 and 125 lbs. i got them in size small. they are way too big. the small size seems to be xl and they are way too long for someone who is maybe 5'8 or 5'9. i have to returned them. quality is ok looking on my opinion.,Pants
0,I purchased these pants in blue  they fit great - only problem is that one leg is about 1/2 inch longer than the other. i got them on sale with a discount so i will keep them and take them to a tailor to fix. bummer.,Pants
0,I want to like and keep. at this price point i cant justify keeping. if it does go to clearance i will reorder. due to the thin material it seems more summery and casual than what i was anticipating. true to size. i ordered a medium and am 5'9 and 155 pounds.,Pants
0,These ran very small compared to other charlie pants i've bought in the past. even sizing up  the stripes were not flattering. the lady in the next dressing room over tried them on  too  and had the same feeling i did. the less curvy you are  the better stripes look. they more curvy you are  the less flattering stripes on pants look. the way the stripes come together at the seams just isn't flattering.,Pants
0,"I loved these pants.they are so comfortable. however  after just wearing them twice  the threads of the leaves are fraying  and leaving lint on whatever i sit on. the leaves at the seat of the pants are now slowly disappearing. this after wearing twice to work! i imagine after a few more wears that the leaves at the seat of the pants will be close to gone  or at least much less ""white"" with threads then the rest of the places. this is super unfortunate and will be returning. too bad  they were l",Pants
0,About a month ago i purchased the pilcro hypen chinos in moss size 28 petite. i loved the color and fit so much that when i saw free shipping being offered i decided to get another pair. this time i ordered the color ?pink? and of course size 28 petite. well the color really isn?t pink and unlike the moss color it does not look the color online. the color is more like salmon or apricot definitely not pink. what bothered me more is the fit. this pair was too big. it?s mind-boggling why the sizing,Pants
0,Love pilcro  love the stripes and the length - but this particular pair of capris/crops are super tight fitting. i went up a size from my usual and still felt tight. i guess its just the cut/fabric combo. i wanted it to be a slightly less form fitting feel ...... may work for you  however!,Pants
0,Well made. made my hips looks giant. just not my style unfortunately. i'd have to work at preschool or on a ship to pull this off. i'm 5'3 120-123lbssize 6-8. i got the size 6 (not petite cuz they were sold out).,Pants
0,"I tried these on in the store  and they are super cute but run small. i typically wear a size 25 (i'm 5' 5"" and 108 lbs.) and they were too tight for me. i like the fabric and the cut; i think they'd be great one size up. (my store didn't have them.)",Pants
1,"I tried the size 2  regular in store. they were a bit roomy and since i am 5'3""  i was glad that they were offered in petite. they did not carry petites in the store so they ordered a petite 0 for me. i tried them on when i received them and they fit like they had been tailor made for me. the rise was a bit short but not a deal breaker  however  they were very long and i hoped that i had shoes that were high enough. i often hem pants but figure when i buy petites there is no need. also  the hem",Pants
1,I know you cannot tell from the pictures  but the fabric on this is incredible. it is very light and extremely airy so that it flows when you walk. i am a rather petite individual so it would require excessive tailoring for me to wear this-both in length and in the top. i think it was true to size with this exception-and i wish they offered this in petite. i would have tailored the length if it was only that  but on the top (i am not large-chested) there was a bunch of extra fabric that just lai,Pants
1,I love the way these pants feel on. they are so comfortable and breezy. i love that i can feel cool in the summer without showing a lot of skin. i purchased both colors; both are very nice looking. that said  i'm not sure if i will keep them. they wrinkle something terrible. i'm pretty casual person and it even bothers me. it probably wouldn't be so bad if there weren't pleats in the front. after sitting for just a few minutes the pants look like a disaster in front. my husband said it's not ext,Pants
1,These pants are simply darling! i purchased them with my birthday discount (thank you  retailer!) and even without a discount i think they are worth every penny. flattering  and the most important feature of any pant  makes my butt look good. don't hesitate  buy these today before they are out of stock.     the fit is true to size and the material is of excellent quality.,Pants
1,I promised myself only one pair of joggers this year  and these were the ones i went with (in the blue motif). for me the tipping point was the quality and fit of these were far superior than the others i tried  while still being machine washable. the fabric has aa little substance  yet is still lightweight and comfortable. the fit has a perfect bit of tailoring/tapering to be ultra-flattering while having the comfort of pajama pants. the blue motif is adorable too - love the geometric shapes. l,Pants
1,These were not tts  imo. i am a 10 and ordered the m. they did not look bad  but b/c these have no stretch  they were not comfy  like joggers are supposed to be. i ordered the lg when they went on sale and while they are baggy  the comfort is spot on in the larger size. i got the navy after seeing the irl pics. happy with this sale purchase !,Pants
1,My experience with these have been great and the colors are even more beautiful in person! they're easy to dress up for work and going out and easy to dress down for hanging out on the weekends. i am typically a size 31-32 and 30's fit me like a glove. i also typically wear petite but don't like the just-above-the-ankle cut of these so i purchased them in regular and wear them as pants. i can un-cuff them with heals/wedges or keep the double cuff and they hit me perfectly as full-length pants wi,Pants
1,Hahaha! as gorgeous as this piece is  i look absolutely ridiculous in it. i am 5'7'' 115 lbs but have a long torso and so the crotch area is  well  a little unflattering to say the least:) i am really sad because i shy away from shorts due to my year round pale skin  but this fabric and color worked really well for me. the length of the shorts is also nice and the back is beautiful! i've never had a romper and i was truly hoping this one would be the one for me. it is all round perfect...if you,Pants
1,I love the look and design of these pants. i'm 5'1  110lbs and i ordered a 25p and still had to get them hemmed to even fit like pants. on the model  these look cropped but mine were even too long to be pants when i got them. i love the pant but if you are a petite  be ready to need alterations to the length!!,Pants
-1,Very nice fabric and quality but runs very large. i had to return my pair of a size 0. stinks to pay for shipping on a product that looks so different in the picture.,Shorts
-1,"I was so excited to try these  it's hard to find cute bermuda shorts. the legs were so wide. my husband asked if i was wearing his shorts. they don't look that wide in the picture. i am 5'4"" and 130 lbs i bought my regular size 28 but the waist was huge i could have sized down one or two sizes. unrolled they came to my knee.",Shorts
-1,I was hoping these would be like some of the lace shorts i bought from retailer last year that i loved so much. sadly  no. first of all they run small. i am between a s and xs in most brands  bought a s in these because i like my shorts on the looser side. these felt a little snug and short  but i decided to keep them. the first time i washed them  they were ruined. i followed the directions exactly and even put them in a lingerie bag in the washer  plus a delicate cycle  no dryer. the lace is man,Shorts
-1,Looked really cute on the hanger  so i took it with me into the dressing room. the fabric is super soft  and the top is very flattering however the bottom is way too short! you can't tell from the picture but the sides are rounded and go up higher on your leg. the model has the waist band pulled lower than i think you'd most likely be wearing it making the outfit appear longer. i wish i could pull this off...maybe i'm just too old for it.,Shorts
-1,The picture makes the shorts look structured. i assumed they were made of a heavier cotton material. i was disappointed when they turned out to be a light weight polyester.     also  this runs way too big. i am busty and did not fill out the top of the xs.    i wouldn't even buy this at the sale price.,Shorts
-1,I've been wearing these shorts for years  i work outside and it was great to have comfortable jean shorts that were just the perfect length. the fabric quality on these shorts (and many many other retailer items) has gone down. sure  they're great when you try them on in the store..soft  comfortable  flattering  but when these are worn for a day they get so stretched out that i feel like i need a belt to keep them on. i wore these several times  sat down on a relatively smooth concrete wall  and a,Shorts
-1,I really wanted to love the shorts.  when i read that the shorts were lined  i expected them to be lined so that my underwear didn't show.  even though the shorts are lined  you can see through the fabric completely.  this was absolutely disappointing since the shorts have a lovely exterior design; pockets; and  comfortable waistline.  i'm returning the shorts as well.,Shorts
-1,Shorts don't fit me like they did the first time and i've only worn them twice! the material isn't what is use to be. it stretches out to fast. i don't think i will be buying these again. wish i could take them back.,Shorts
-1,"These looked really interesting online and with the multicolor stripes i thought it would pair nicely with many tops.     the fabric is nice and sturdy. the colors are more vibrant than online.     the design however is terrible. when i put them on i double checked to make sure they weren't on backwards- the back is flat as a board but the front has these poofy pockets. the poor fit with the bright stripes gives a ""1920s circus diaper"" look which is not good.     they're also really tight compar",Shorts
0,"The shorts are very cute  very nice quality and intricate detailing! the sizing is tight in waist and very big in legs not flattering at all. i'm 5'1""  115 lbs. they are going back.",Shorts
0,Cute skort but seems to run big. it's also sort of long for shorts (the model must have much longer legs than me). i may try a size smaller since i love the print but i'm not optimistic.,Shorts
0,I too  was dubious about the dry clean only label but purchased it anyway because it was really cute and comfortable.  the shorts part is lined which is nice.  not see through.  the waist is a smocking with elastic.  it's also very thin thread.  the first one i tried on had a couple of stitches ripped in this waistband and because of that the fabric sort of bubbled out.  i bought a different one knowing it was delicate.  this isn't a romper your going to want to shimmy over your hips because of,Shorts
0,I was so excited for this romper  but was disappointed after trying it on. the material felt cheap for the price  and it runs quite small. will be returning. :(,Shorts
0,Fabulous fabric  adorable details. fitting is very  very odd. it's non-adjustable in any way. the fabric has no stretch at all around the middle and the underwire of the bra is very stiff which i found painful. the straps were kind of loose  but there is no way to tighten them because of the frills. when i bent over  the shorts exposed the bottom of my butt. i'd get a larger size  but then i can't adjust the straps and they would definitely be too long and leave my breasts very exposed. overall ,Shorts
0,I know rompers typically aren&amp;#39;t the easiest and while i loved this fabric this was a pain to put on no zipper  etc. and the buttons are tiny and since the fabric doesnt stretch it is difficult to even try on. the length of the shorts was great and the fit was just ok all in all i don&amp;#39;t think it is worth the price.,Shorts
0,I wear an 8-10 and these are a little big on me  which is surprising. they also don't lay really flat in the back. the pockets are inside in the back  in side two layers  and don't lay very flat. the crotch is low and rides up when i walk.  i'll probably wear them again  but i'm not totally thrilled by them.,Shorts
0,When these shorts arrived i loved them and was so excited to wear them on my upcoming trip to the beach. the high rise waist is very flattering and the material was extremely soft. the floral detailing was a little more orange than in the picture but i still loved the contrast. the first time i wore these i immediately noticed threads coming loose throughout the day. it was minor but still concerning for an item that was so costly. the real problem arose in the evening when i put on a jacket on,Shorts
0,I am somewhere between a 24 and a 25 (i have narrow hips but an average waist)  so i was happy to find that these worked for me in me in a 0. i loved the blue color as an interesting neutral. they did stretch out a little with wear  but i still felt like i looked good by the end of the day. i typically really like cotton/linen blends as i can usually wear them out of the dryer if i'm going for a casual look - a few wrinkles with linen doesn't bother me. but these. oh my. when i pulled them out o,Shorts
1,This romper is absolutely gorgeous. the embroidery is detailed and lovely and the fit is feminine and flattering. it's super versatile and easy to dress up or dress down depending where you want to wear it. i'm in love!   it is a little on the sheer side  though  and i chose to wear a tank top underneath for more coverage  but this was an easy fix. it was a reasonable trade off to wear a camisole under in exchange for the lightweight and flowy material. totally obsessed.,Shorts
1,A scandalous mini skirt that isn't a skirt! beautiful pattern. does run a little big.,Shorts
1,Very cute skort that fits tts. great length for us middle aged women as well! love the hidden front pockets and the modern color block design. my only issue is the side zipper gets stuck right where the waistband starts. i'm assuming this is because of the thicker fabric around the waistband. i usually try to wait for the sale prices  but i think this skort will sell out well before then.,Shorts
1,I never buy shorter shorts  my legs are so muscular that most are unflattering  but these were actually ok. they didn't look loose like the model  but hit a nice spot on the leg  and they have enough stretch to fit me nicely. i even bought the white color... unheard of! i weigh 115 lbs  all legs...,Shorts
1,Tried these on several times in store and never bought them  but was able to get them with a 20% email- seemed like a better price for the product. the color is rust and a little odd for my wardrobe - wish they also came in black. love the style and they are very comfortable  perfect for late summer- can wear on errands or dress them up a little with shoes/accessories for casual dinner out. happy i finally purchased them!,Shorts
1,"I really love this piece. it's so different from anything else i own! the material has a lot of fine details to it that are hard to see in the photos. easy to dress up with a bit of jewelry and heels. the only downside is the upper body fit. i'm 5'6"" and 130 lbs with more of an hourglass shape. i did not fill out the top at all  although the shorts fit fine around my waist.",Shorts
1,Bought these a week ago at full price to take on vacation. love them i see they are now 1/2 price if they came in a different color would get a second pair,Shorts
1,I had never tried on a romper or jumper. the print of this changed my mind and i'm glad for it. it looks amazing on is easy to wear. i kind of wish it were lined but it's probably better unlined to keep it light and cool for the summer.     i did end up using double stick take bc the front was so low but it was worth it.,Shorts
1,I followed the advice of the other reviewer and went 2 sizes up  i'm so glad that i did. i'm usually an 8 and i ordered a 12 and they are just right. the pleats made them very flowy in the hip  so it gives a little wider look on me than i really want  but i really love these shorts  so it's not a deal breaker. overall  i am happy with them  but definitely size up!,Shorts
-1,This skirt for sure was the most disappointing thing i've ever ordered from retailer. it looks like an all white skirt that has a little stiffness to it but looks are deceiving. it has this weird checkered patten and there is no shape to the skirt at all. there are also weird stitching lines. one more thing that i didn't like about the skirt was that it's a cream-ish color. not even the cute flamingos will make me keep this skirt. it's going back.,Skirts
-1,"1. i'm 5'6"" tall with a short waist and long legs  and this skirt came all the way down to my ankles. i would have kept it if it had stopped mid-calf like in the photo.  2. i'm 38-32-40 and the size 12 fit me perfectly in the waist hip area  so i would say it runs true to size.  3. the buttons lay nice and flat over the tummy  so that's a plus. at least you don't have to undo them to go to the bathroom.",Skirts
-1,This skirt is very pretty  but not only does it run small but only a small portion of the waistband is elasticized  so there's very little stretch. for those of us with a significant difference in our waist and hip measurements  there's no way to get this skirt on past the hips.,Skirts
-1,Such a cute skirt- but impossible to get on. ordered in an xs (i have a 25/26 waist) but could barely get it past my knees to step into. if you have any hips at all  unfortunately this skirt won't work. i was tempted to size up but once i got it on it fit great in the waist and already had too much material to size up to a small.,Skirts
-1,"Yikes. there is a whole lot of skirt here. i am 5""4  weigh around 120 lb  and usually wear anywhere between a four and six in retailer clothing  depending on the designer. this skirt balloons out from the waist. on the website it seems to flow more naturally from the waist. i think that the flowers are cute but the material is cheap looking. the skirt is very long- hitting way below mid-calf. there is also tons of material - creating a parachute effect. definitely returning.",Skirts
-1,This skirt is definitely not what i was expecting. the material is stiff and rough. the skirt is also loud. you can hear it swishing when you move  and not in a classy way. it feels like you're wearing a very long tutu. also  the pattern isn't quite as pretty in person. they must have used magic in order to make this skirt look flowy in the photos - it does not flow.,Skirts
-1,"I had been waiting for this skirt to go on sale as i fell in love with the style and print on the website. however  after receiving it in the mail i was disappointed to find that the cut was all wrong for my body type. i am 5'6""  size 4  hourglass/athletic. the xs was too big and made me look like i had no shape. would be cute on a girl with no hips/booty but unflattering on hourglass figure.",Skirts
-1,I'm so upset that this didn't work out. i'm petite at 5'2 and ordered this skirt in petite  however  i felt like it swallowed me up. the fabric is thick and warm so this is definitely only cold weather attire. i'm the picture it looks like there is a little leg showing  but on me  i feel like a schoolmarm. sadly  this is going back.,Skirts
-1,Cute skirt but i agree with the other reviewer. you can't get it on! i tried my skinny daughter tried no go!,Skirts
0,The material looked much nicer in the online picture. also- there are pockets which added a bulk to it that was not flattering on me.,Skirts
0,This skirt is very pretty but i think it runs very large. i am a size 4  xs in retailer. my waist is 28 inches  5'7  140 pounds. the skirt is touching the floor. even if i wear high heels  i will have to wear it up my waist. the elastic band is weak  not sure if it will hold the skirt. it should be ok with a belt. i still recommend it cause it's so pretty.,Skirts
0,The fabric is so beautiful that i am tempted to buy in a large size and have re-made. the waist is tiny. the hips are wide. when it goes to half price  i may be tempted to take it to my favorite alterations lady. the fabric is that exceptionally beautiful.,Skirts
0,The material is beautiful and as others said its a bit fuller than one might think. i am returning because it's high waisted with a thick elastic waist band. not my style - i suppose it would work with a thick belt. as i said its beautiful - just not my style.,Skirts
0,I loved the fit  color and style  but the fabric seemed very thin and cheap. i was worried that it would tear easily. this is getting returned.,Skirts
0,I wanted to love this skirt. i love high-waisted skirts and the length seemed flattering on the model; it was not so flattering on me. the fabric is so lovely--truly the photos online don't do it justice. it's heavy and luxurious  wonderful for fall or winter  and the gold  gray  and navy floral pattern is not too flashy or bold. plus  pockets! however  the midi length did not work for me  despite the product's suggestion that it was a universally flattering length  just above the knee. i'm not,Skirts
0,This is a lovely skirt that fits well  but it is much more of a yellowy cream color than white. also  it felt very static-y.,Skirts
0,I received this skirt today and was very disappointed. i don't know what i expected but it is not as i thought. even though the quality is very good and the fit is true to size  i may return it. the fabric of the skirt is just too busy  at least for me. i am just uncertain and even though i have many tops  the colors are just not matching. white looks better than any colored top with this particular print. i am going to try it on one more time and make a definite decision.,Skirts
0,I really like this skirt but unfortunately there is no lining  so it's a bit see through under the light. also there is no hook at the top of the zipper to secure the skirt. i just think that with this kind of price  the skirt should come at least with the lining. otherwise  it's beautiful skirt  flowy and very feminine.,Skirts
1,I have been on the hunt for a black pencil skirt. so i decided to give this one a try based on the previous review. i love it! i didn't size up  went with 0p (26.5 in waist  115lbs  36 ish inches hips). the waist is fitted. the stylist said when she tried it on  it pooched  but i didn't feel that way on me. i had a simple t-shirt on and it looked so cute. the petite length was also perfectly on point. the lace part hit me above the knee  and the lining a little over that - perfect and flattering,Skirts
1,First mermaid-ish skirt ever that's flattering enough to pull off with a curvy lower body. the material is light-weight sweater knit that hugs in all the right places and its unique cut along the bottom make it very in the moment. the color is a rich  deep  gorgeous brown with subtle highlights that draw from whatever top you pear with it. runs large so size down.,Skirts
1,I ordered a size 6 and an 8 based on the review that said that the piece ran small. i fit both skirts but chose the size 8 as it was a bit looser at the hip and the length was better. funny though-the pockets on both skirts were sewn at very uneven areas on both. neither skirt had usable pockets as they were sewn shut at half inch intervals on one skirt (6)  and very uneven intervals on the other (8). i liked the idea of pockets which is one reason i ordered it-it is described as having side poc,Skirts
1,But the back of it  by the waist  bunches just a tiny bit. if i get bigger  it will be too long. but i love the skirt  it is flattering and cute. not itchy for me even if the title says wool. i ordered the 00p and the length is pretty much as pictured  just below the knee in front. the waist is snug  bigger it would fall more on my hips (hence the too long comment earlier. (115 lbs  26-27 in waist  short legs...),Skirts
1,Fits beautifully. perfect for spring and summer. the cut of this skirt gives your figure a wonderful shape. the quality of the material is excellent.  this item is perfect for to dress up for a date night or wear slightly more casually for a brunch.,Skirts
1,Really pretty  but runs at least a full size small.,Skirts
1,I tried this skirt on in the store  it fit like a glove (that doesn't happen very often for me) but couldn't find the right top to pair w/ it so i passed on it  but when i got home i found the perfect top already in my closet! so  i ordered it online  it doesn't seem to lay quite as nice as the one i tried on in the store  but i'm keeping it regardless. highly recommended this skirt! fits tts.,Skirts
1,"Oh my god - i love this skirt. i first order the size 4 and immediately called customer service and had them send me a 2. i found it be be both plenty stretchy (great for moving  sitting  etc) but runs on the large size. but the fit is amazing. i love the length - a perfect knee-skimmer for me (5'9""). i love the color (green) and the pockets and button fly are so fun without being too much! i've tried it on with several tops and sweaters in my closet and this skirt is going to be one that i can",Skirts
1,I love this skirt! it's a denim material  so it's structured  but not too heavy for warm weather. the colors are bright. it may run a bit big  but i didn't have trouble with my usual size. the pockets are actually usable. great for casual and easy to dress up.,Skirts
-1,Recently received this and was very disappointed with the quality. the fabric was very thin  easily stretched out of shape. price is ridiculous for this item!,Sleep
-1,Length too long and waist to high. these are not sized for petites.,Sleep
-1,I splurged on this pajama set for myself and now regret it. even though the design is adorable  the fabric contains acrylic and the knitted fairisle part started pilling within the first week of wear. after a month and a couple washes  it looks horrible  and the fleece part is looking a little grungy as well. so so disappointed. the top is intentionally oversized and comes down to my crotch  i could have easily sized down.,Sleep
